"lrn_type","avg_success_rate","institution_id","class_id","item_id","item_type","chapter","page","dcl_pre_exercise_code","dcl_sample_code","dcl_solution","dcl_sct","dcl_hint","lrn_activity_reference","lrn_question_reference","lrn_question_position","lrn_template_name","chapter_number","section_number","review_flag","avg_points_earned","completion_rate","avg_attempt"
"association",0.661120215383773,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Ch7_Extending_6","learnosity","Chapter 8 - Digging Deeper into Group Models","8.2 Fitting and Interpreting the Three-Group Model",NA,NA,NA,NA,NA,NA,"7a1db089-b7d7-4153-8573-c5605996397c",2,"Match list",8,2,FALSE,0.820574162679426,0,1
"association",0.661120215383773,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Ch7_Cohen_2","learnosity","Chapter 8 - Digging Deeper into Group Models","8.7 Measures of Effect Size",NA,NA,NA,NA,NA,NA,"2b82bc53-f5e3-4d2a-8b41-3355431360c8",1,"Match list",8,7,FALSE,0.507389162561576,0.0197044334975369,1
"association",0.661120215383773,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Ch8_Regression_6","learnosity","Chapter 9 - Models with a Quantitative Explanatory Variable","9.2 Specifying the Height Model with GLM Notation",NA,NA,NA,NA,NA,NA,"e15e4ab4-4196-4e8f-98ab-9f021b2b4524",1,"Match list",9,2,FALSE,0.282178217821782,0.0594059405940594,1
"association",0.661120215383773,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","b5_Notation_06","learnosity","Chapter 9 - Models with a Quantitative Explanatory Variable","9.2 Specifying the Height Model with GLM Notation",NA,NA,NA,NA,NA,NA,"f2771b1a-eed9-4960-b524-7c21df628512",1,"Match list",9,2,FALSE,0.620689655172414,0.896551724137931,1
"association",0.661120215383773,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","b5_Error_01","learnosity","Chapter 9 - Models with a Quantitative Explanatory Variable","9.5 Error from the Height Model",NA,NA,NA,NA,NA,NA,"88885641-c3c9-47c9-bb68-e5a6935f7fe6",1,"Match list",9,5,FALSE,0.651741293532338,0.0149253731343284,1
"association",0.661120215383773,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Ch8_Assessing_3","learnosity","Chapter 9 - Models with a Quantitative Explanatory Variable","9.6 Sums of Squares in the ANOVA Table",NA,NA,NA,NA,NA,NA,"3682eb68-3096-4a6d-bc42-dc4ba2aba6ce",1,"Match list",9,6,FALSE,0.4525,0.9,1
"association",0.661120215383773,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Ch8_Assessing_9","learnosity","Chapter 9 - Models with a Quantitative Explanatory Variable","9.7 Assessing Model Fit with PRE and F",NA,NA,NA,NA,NA,NA,"003ad32f-505d-44b8-82da-77e240f7a2c5",1,"Match list",9,7,FALSE,0.544871794871795,0.912820512820513,1
"association",0.661120215383773,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Ch10_UsingF_5","learnosity","Chapter 11 - Model Comparison with F","11.7 Using F to Compare Multiple Groups",NA,NA,NA,NA,NA,NA,"487e8183-a467-4bbf-93a7-81d0f414d80c",1,"Match list",11,7,FALSE,0.420382165605096,0.0127388535031847,1
"association",0.661120215383773,"292cff87-3c74-4e94-8622-233afb0427dd","6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab","D1_Specifying_05","learnosity","Chapter 13 - Introduction to Multivariate Models","13.3 Specifying and Fitting a Multivariate Model",NA,NA,NA,NA,NA,NA,"4ff5aaa3-c7a4-4353-85bd-e610c8968441",1,"Match list",13,3,FALSE,0.558823529411765,0.705882352941177,1
"association",0.661120215383773,"292cff87-3c74-4e94-8622-233afb0427dd","6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab","D3_GLM_04","learnosity","Chapter 15 - Models with Interactions","15.3 Representing the Interaction Model in GLM Notation",NA,NA,NA,NA,NA,NA,"f988eb36-12f1-4ab4-b5f6-2ae605e56a38",1,"Match list",15,3,FALSE,0.461538461538462,0.961538461538462,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Pre_Conf_Conc","learnosity-activity","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)",NA,NA,NA,NA,NA,"Pre_Survey_1222","3b248561-1ced-41b0-b00d-612f35db0ae4",1,"Choice matrix – standard",NA,NA,FALSE,NA,0.950226244343891,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Pre_EVC","learnosity-activity","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)",NA,NA,NA,NA,NA,"Pre_Survey_1222","7688704b-53af-4779-9018-3242534d541d",1,"Choice matrix – standard",NA,NA,FALSE,NA,0.950226244343891,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Pre_Int_Bel_GO_Att","learnosity-activity","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)",NA,NA,NA,NA,NA,"Pre_Survey_1222","4709dd7b-fec1-4c77-b2bf-ebea0b8ac3b5",1,"Choice matrix – standard",NA,NA,FALSE,NA,0.950226244343891,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Pre_Mindset_v2","learnosity-activity","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)",NA,NA,NA,NA,NA,"Pre_Survey_1222","ffbe1244-f12d-48e1-ab6d-ec5a92c2ccca",1,"Choice matrix – standard",NA,NA,FALSE,NA,0.950226244343891,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Pre_R","learnosity-activity","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)",NA,NA,NA,NA,NA,"Pre_Survey_1222","892b0c40-064a-4083-b5b1-b392ba560903",1,"Choice matrix – standard",NA,NA,FALSE,NA,0.950226244343891,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Mid2xcd_Mindset_v2","learnosity","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)",NA,NA,NA,NA,NA,NA,"1568aa1a-2b87-4918-aba2-c883d281b165",1,"Choice matrix – standard",NA,NA,FALSE,NA,0.321428571428571,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Pulse_a2","learnosity","Chapter 2 - Understanding Data","2.1 Starting with a Bunch of Numbers",NA,NA,NA,NA,NA,NA,"bdd1f737-26e7-4d6a-89f0-2ce2b1ddc145",1,"Choice matrix – standard",2,1,FALSE,NA,0.102857142857143,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Ch2_FromNumbers_1","learnosity","Chapter 2 - Understanding Data","2.2 From Numbers to Data",NA,NA,NA,NA,NA,NA,"cacfdf3a-55d8-4476-ab8f-c8a03b192cb4",1,"Choice matrix – labels",2,2,FALSE,0.536407766990291,0.0194174757281553,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Ch2_Measurement_5","learnosity","Chapter 2 - Understanding Data","2.4 Measurement",NA,NA,NA,NA,NA,NA,"55213edb-db3a-4444-b77e-db88bdf1d12e",1,"Choice matrix – labels",2,4,FALSE,0.133663366336634,0.00495049504950495,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Ch3_Concept_1","learnosity","Chapter 3 - Examining Distributions","3.1 The Concept of Distribution",NA,NA,NA,NA,NA,NA,"2d7ea091-b9cf-4c34-9737-86d95237d606",2,"Choice matrix – labels",3,1,FALSE,0.348258706467662,0.850746268656716,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Pulse_a4","learnosity","Chapter 4 - Explaining Variation","4.1 Welcome to Explaining Variation",NA,NA,NA,NA,NA,NA,"3e7981ed-5c59-445e-854f-adf71448feb1",1,"Choice matrix – standard",4,1,FALSE,NA,1,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Ch4_Randomness_6","learnosity","Chapter 4 - Explaining Variation","4.8 Randomness",NA,NA,NA,NA,NA,NA,"1d1d9f5a-294e-4e20-bceb-13f5a8363f62",1,"Choice matrix – standard",4,8,FALSE,0.544444444444444,0.0222222222222222,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Mid1_Conf_Conc","learnosity-activity","Chapter 4 - Explaining Variation","4.14 Quantifying the Data Generating Process",NA,NA,NA,NA,NA,"Mid1_Survey_1222","689f9260-528a-421f-80b9-90227e901d44",1,"Choice matrix – standard",4,14,FALSE,NA,0.815028901734104,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Mid1_EVC","learnosity-activity","Chapter 4 - Explaining Variation","4.14 Quantifying the Data Generating Process",NA,NA,NA,NA,NA,"Mid1_Survey_1222","9813e0fc-51bd-4351-8193-f337ff6c9ad3",1,"Choice matrix – standard",4,14,FALSE,NA,0.815028901734104,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Mid1_Mindset_v2","learnosity-activity","Chapter 4 - Explaining Variation","4.14 Quantifying the Data Generating Process",NA,NA,NA,NA,NA,"Mid1_Survey_1222","1945a690-61b4-43b8-a711-7eb00894d003",1,"Choice matrix – standard",4,14,FALSE,NA,0.815028901734104,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Mid1_Pilot_1222","learnosity","Chapter 4 - Explaining Variation","4.14 Quantifying the Data Generating Process",NA,NA,NA,NA,NA,NA,"cebffb98-98aa-4d6c-9b8c-c6910cb45603",2,"Choice matrix – standard",4,14,FALSE,NA,0.533333333333333,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Pulse_b1","learnosity","Chapter 5 - A Simple Model","5.1 What is a Model, and Why Would We Want One?",NA,NA,NA,NA,NA,NA,"98766f0f-e862-4eb6-b12d-c0e169626a61",1,"Choice matrix – standard",5,1,FALSE,NA,1,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Pulse_b2","learnosity","Chapter 6 - Quantifying Error","6.1 Quantifying Total Error Around a Model",NA,NA,NA,NA,NA,NA,"71fb02f1-c5e0-427b-bf3d-32d47705faaa",1,"Choice matrix – standard",6,1,FALSE,NA,0.0658682634730539,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Pulse_b3","learnosity","Chapter 7 - Adding an Explanatory Variable to the Model","7.1 Explaining Variation",NA,NA,NA,NA,NA,NA,"f73b3eaf-4746-4400-9958-bd3f97869fce",1,"Choice matrix – standard",7,1,FALSE,NA,0.0479041916167665,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Pulse_b4","learnosity","Chapter 8 - Digging Deeper into Group Models","8.1 Extending to a Three-Group Model",NA,NA,NA,NA,NA,NA,"70f6f75b-feaf-4c07-8d4f-76bb84e98a54",1,"Choice matrix – standard",8,1,FALSE,NA,0.0233918128654971,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Pulse_b5","learnosity","Chapter 9 - Models with a Quantitative Explanatory Variable","9.1 Using a Quantitative Explanatory Variable in a Model",NA,NA,NA,NA,NA,NA,"689e1f6e-b658-46ec-b2a7-55c62d8768f9",1,"Choice matrix – standard",9,1,FALSE,NA,0.0355029585798817,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Mid2_Conf_Conc","learnosity-activity","Chapter 9 - Models with a Quantitative Explanatory Variable","9.11 Limitations to Keep in Mind",NA,NA,NA,NA,NA,"Mid2_Survey_1222","bb94cf81-2437-460e-bf34-1ef2ec6ff67c",1,"Choice matrix – standard",9,11,FALSE,NA,0.638888888888889,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Mid2_EVC","learnosity-activity","Chapter 9 - Models with a Quantitative Explanatory Variable","9.11 Limitations to Keep in Mind",NA,NA,NA,NA,NA,"Mid2_Survey_1222","82f6294d-36c6-4d40-955a-2ef1361c8db2",1,"Choice matrix – standard",9,11,FALSE,NA,0.638888888888889,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Mid2_Mindset_v2","learnosity-activity","Chapter 9 - Models with a Quantitative Explanatory Variable","9.11 Limitations to Keep in Mind",NA,NA,NA,NA,NA,"Mid2_Survey_1222","9e659d99-1ef4-491c-84e0-9ce00f9d9945",1,"Choice matrix – standard",9,11,FALSE,NA,0.638888888888889,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Mid2_Pilot_1222","learnosity","Chapter 9 - Models with a Quantitative Explanatory Variable","9.11 Limitations to Keep in Mind",NA,NA,NA,NA,NA,NA,"c39224be-437c-4158-a296-15173585bb99",1,"Choice matrix – standard",9,11,FALSE,NA,0.833333333333333,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Pulse_c1","learnosity","Chapter 10 - The Logic of Inference","10.1 The Problem of Inference",NA,NA,NA,NA,NA,NA,"ea751e20-cbd7-4774-a6ae-4267bdc3dac7",1,"Choice matrix – standard",10,1,FALSE,NA,0.0551724137931034,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Pulse_c2","learnosity","Chapter 11 - Model Comparison with F","11.1 Moving Beyond b1",NA,NA,NA,NA,NA,NA,"95d7b076-f71c-4bd3-9f3b-09702d97e82d",1,"Choice matrix – standard",11,1,FALSE,NA,0.0230769230769231,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Pulse_c3","learnosity","Chapter 12 - Parameter Estimation and Confidence Intervals","12.1 From Hypothesis Testing to Confidence Intervals",NA,NA,NA,NA,NA,NA,"f50886de-dfba-4893-9528-240f11dce578",1,"Choice matrix – standard",12,1,FALSE,NA,0.056,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Post_Conf_Conc","learnosity-activity","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)",NA,NA,NA,NA,NA,"Post_Survey_1222","b2446ac2-9bb3-4b3f-b3b2-ac5532e56d87",1,"Choice matrix – standard",NA,NA,FALSE,NA,0.810606060606061,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Post_EVC","learnosity-activity","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)",NA,NA,NA,NA,NA,"Post_Survey_1222","14e67084-aa0c-464d-bb4e-452df50b9033",1,"Choice matrix – standard",NA,NA,FALSE,NA,0.810606060606061,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Post_Mindset_v2","learnosity-activity","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)",NA,NA,NA,NA,NA,"Post_Survey_1222","d86d2d93-dabe-435a-b665-c7d5b4c76ba7",1,"Choice matrix – standard",NA,NA,FALSE,NA,0.810606060606061,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Post_R","learnosity-activity","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)",NA,NA,NA,NA,NA,"Post_Survey_1222","74091d3b-9b1b-45d8-9db5-cb9f47829bbb",2,"Choice matrix – standard",NA,NA,FALSE,NA,0.810606060606061,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","074123e7-cd90-4500-86fe-286aaa733bf5","Post_Pilot_1222","learnosity","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)",NA,NA,NA,NA,NA,NA,"8e4205ef-8a1b-49c5-af49-8e45b4cced90",2,"Choice matrix – standard",NA,NA,FALSE,NA,0.862068965517241,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab","Callie_stress_11.8","learnosity","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.4 Introduction to R Functions",NA,NA,NA,NA,NA,NA,"fd22b417-9217-48a5-9310-0fc997ddf76b",1,"Choice matrix – standard",1,4,FALSE,NA,0.72316384180791,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab","Callie_stress_3.4","learnosity","Chapter 3 - Examining Distributions","3.4 The Data Generating Process",NA,NA,NA,NA,NA,NA,"99b7bf2e-dc29-4fb3-85fb-43d4f680bcc0",1,"Choice matrix – standard",3,4,FALSE,NA,0.964285714285714,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab","Callie_stress_3.8","learnosity","Chapter 3 - Examining Distributions","3.8 Boxplots and the Five-Number Summary",NA,NA,NA,NA,NA,NA,"76657c72-b27c-44f8-b257-1631a92ff2b8",1,"Choice matrix – standard",3,8,FALSE,NA,0.821428571428571,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab","Callie_stress_3.11","learnosity","Chapter 3 - Examining Distributions","3.11 Chapter 3 Review Questions 2",NA,NA,NA,NA,NA,NA,"a801be2a-09b5-4bdf-8975-b64eb106a469",1,"Choice matrix – standard",3,11,TRUE,NA,0.785714285714286,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab","Callie_stress_4.5","learnosity","Chapter 4 - Explaining Variation","4.5 Even More Ways: Putting these Plots Together",NA,NA,NA,NA,NA,NA,"ae458af9-8c85-4789-96a5-59d5f4c1945b",1,"Choice matrix – standard",4,5,FALSE,NA,0.785714285714286,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab","Callie_stress_4.10","learnosity","Chapter 4 - Explaining Variation","4.10 Quantitative Explanatory Variables",NA,NA,NA,NA,NA,NA,"28cb5c93-6e33-4ad5-8a4d-f255cb8b53ea",1,"Choice matrix – standard",4,10,FALSE,NA,0.821428571428571,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab","Callie_stress_4.16","learnosity","Chapter 4 - Explaining Variation","4.16 Chapter 4 Review Questions 2",NA,NA,NA,NA,NA,NA,"85e1b32b-05d1-487d-87ed-e9555e92e144",1,"Choice matrix – standard",4,16,TRUE,NA,0.857142857142857,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab","Callie_stress_5.4","learnosity","Chapter 5 - A Simple Model","5.4 Exploring the Mean",NA,NA,NA,NA,NA,NA,"afba284e-6354-4345-b1ef-767ba66a8f64",1,"Choice matrix – standard",5,4,FALSE,NA,0.96551724137931,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab","Callie_stress_5.9","learnosity","Chapter 5 - A Simple Model","5.9 DATA = MODEL + ERROR: Notation",NA,NA,NA,NA,NA,NA,"24e1e7d5-cf14-4b4e-8539-a979dfbb11f1",1,"Choice matrix – standard",5,9,FALSE,NA,0.896551724137931,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab","Callie_stress_5.12","learnosity","Chapter 5 - A Simple Model","5.12 Chapter 5 Review Questions 2",NA,NA,NA,NA,NA,NA,"ded312d4-c9ce-4cf3-a916-b25de16bea3c",1,"Choice matrix – standard",5,12,TRUE,NA,0.857142857142857,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab","Callie_stress_6.5","learnosity","Chapter 6 - Quantifying Error","6.5 Z-Scores",NA,NA,NA,NA,NA,NA,"dd16ad99-9800-4a89-88a9-67f270f62ca5",1,"Choice matrix – standard",6,5,FALSE,NA,0.785714285714286,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab","Callie_stress_6.10","learnosity","Chapter 6 - Quantifying Error","6.10 Getting Familiar with the Normal Distribution",NA,NA,NA,NA,NA,NA,"a8581e8b-6fe1-4d2b-8d58-d07882ab23c3",1,"Choice matrix – standard",6,10,FALSE,NA,0.821428571428571,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab","Callie_stress_6.14","learnosity","Chapter 6 - Quantifying Error","6.14 Chapter 6 Review Questions 2",NA,NA,NA,NA,NA,NA,"520acbb8-9822-4afa-a463-95d7d01daf9d",1,"Choice matrix – standard",6,14,TRUE,NA,0.857142857142857,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab","Callie_stress_7.4","learnosity","Chapter 7 - Adding an Explanatory Variable to the Model","7.4 How the Model Makes Predictions",NA,NA,NA,NA,NA,NA,"1481ed1a-338f-4b8f-b8da-fc5333e95698",1,"Choice matrix – standard",7,4,FALSE,NA,0.96551724137931,1
"choicematrix",0.354963831784449,"292cff87-3c74-4e94-8622-233afb0427dd","6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab","Callie_stress_7.8","learnosity","Chapter 7 - Adding an Explanatory Variable to the Model","7.8 Using SS Error to Compare Group to Empty Model",NA,NA,NA,NA,NA,NA,"9b503589-ea67-4447-b45f-409c2e9fd6bf",1,"Choice matrix – standard",7,8,FALSE,NA,0.931034482758621,1
